question_id,title,tags,view_count,answer_count,score,is_answered,creation_date,owner_type,link,year_month
77702820,Getting formatted response from Chatgpt api,artificial-intelligence|chatbot|next.js13|openai-api,404,1,-1,False,2023-12-22 18:38:17,registered,https://stackoverflow.com/questions/77702820/getting-formatted-response-from-chatgpt-api,2023-12
77701884,how to get response from openai for assistants,php|openai-api,4212,2,0,True,2023-12-22 14:45:53,registered,https://stackoverflow.com/questions/77701884/how-to-get-response-from-openai-for-assistants,2023-12
77701256,"Getting openai.RateLimitError: Error code: 429 (insufficient quota) error, even though never used it",python|openai-api|chatgpt-api,2488,2,1,False,2023-12-22 09:59:50,registered,https://stackoverflow.com/questions/77701256/getting-openai-ratelimiterror-error-code-429-insufficient-quota-error-even,2023-12
77699248,OpenAI Assistant causing memory leaks,python|multithreading|flask|memory|openai-api,173,0,0,False,2023-12-22 01:21:51,registered,https://stackoverflow.com/questions/77699248/openai-assistant-causing-memory-leaks,2023-12
77697618,JSON Format for Edits: Calling the Dall E 2 API from VBA,vba|powerpoint|multipartform-data|openai-api,254,0,0,False,2023-12-21 20:21:18,registered,https://stackoverflow.com/questions/77697618/json-format-for-edits-calling-the-dall-e-2-api-from-vba,2023-12
77697462,NodeJS process.env not reading updated OPENAI_API_KEY,node.js|ubuntu|terminal|environment-variables|openai-api,1289,1,-1,True,2023-12-21 19:54:09,registered,https://stackoverflow.com/questions/77697462/nodejs-process-env-not-reading-updated-openai-api-key,2023-12
77697319,Combining ConversationalRetrievalQAChain and APIChain using Tools and Agents,node.js|artificial-intelligence|chatbot|openai-api|langchain,225,0,1,False,2023-12-21 19:31:20,registered,https://stackoverflow.com/questions/77697319/combining-conversationalretrievalqachain-and-apichain-using-tools-and-agents,2023-12
77696074,RetryError[&lt;Future at 0x23f38d59150 state=finished raised APIRemovedInV1&gt;],python|telegram|openai-api|chatgpt-api,3597,1,3,True,2023-12-21 15:17:15,registered,https://stackoverflow.com/questions/77696074/retryerrorfuture-at-0x23f38d59150-state-finished-raised-apiremovedinv1,2023-12
77694737,I&#39;m receiving an error &quot;JsonSerializationException: Could not find member &#39;logprobs&#39; on object of type &#39;ChatChoice&#39;.&quot; in ChatGPT-Unity package?,unity-game-engine|openai-api,590,2,0,True,2023-12-21 07:08:25,registered,https://stackoverflow.com/questions/77694737/im-receiving-an-error-jsonserializationexception-could-not-find-member-logpr,2023-12
77691849,Error When Hardcoding OpenAI API Key and when using .runtimeconfig in Firebase Function,node.js|firebase|google-cloud-functions|openai-api,650,1,0,True,2023-12-20 22:09:34,registered,https://stackoverflow.com/questions/77691849/error-when-hardcoding-openai-api-key-and-when-using-runtimeconfig-in-firebase-f,2023-12
77691556,Langchain PGvector - How to find out how many documents have been indexed and added to the database,openai-api|langchain|data-retrieval|chromadb|pgvector,696,0,2,False,2023-12-20 21:22:11,registered,https://stackoverflow.com/questions/77691556/langchain-pgvector-how-to-find-out-how-many-documents-have-been-indexed-and-ad,2023-12
77687003,How can I edit my discord bot for open ai function and distube function?,javascript|node.js|discord.js|openai-api|distube,108,1,1,True,2023-12-20 02:33:35,registered,https://stackoverflow.com/questions/77687003/how-can-i-edit-my-discord-bot-for-open-ai-function-and-distube-function,2023-12
77685230,Understanding Concurrency in FastAPI with a Synchronous Function,asynchronous|fastapi|openai-api,21,0,1,False,2023-12-19 21:36:19,registered,https://stackoverflow.com/questions/77685230/understanding-concurrency-in-fastapi-with-a-synchronous-function,2023-12
77684542,"Similarity search number of requested results 3 is greater than number of elements in index 0,",openai-api|embedding|langchain|large-language-model|chromadb,2161,1,1,False,2023-12-19 19:35:38,registered,https://stackoverflow.com/questions/77684542/similarity-search-number-of-requested-results-3-is-greater-than-number-of-elemen,2023-12
77684178,OpenAI whisper medium WER does not decay for low resource language,openai-api|openai-whisper,160,0,0,False,2023-12-19 18:37:08,registered,https://stackoverflow.com/questions/77684178/openai-whisper-medium-wer-does-not-decay-for-low-resource-language,2023-12
77683852,chatgpt api streaming asynchronously in gradio chatInterface,python|python-asyncio|openai-api|gradio,1451,1,1,False,2023-12-19 17:41:02,registered,https://stackoverflow.com/questions/77683852/chatgpt-api-streaming-asynchronously-in-gradio-chatinterface,2023-12
77682967,How to use the max number of tokens with the openai api?,openai-api,12232,2,1,True,2023-12-19 13:50:49,registered,https://stackoverflow.com/questions/77682967/how-to-use-the-max-number-of-tokens-with-the-openai-api,2023-12
77682509,OpenAI API error: &quot;AttributeError: &#39;openai&#39; module has no &#39;Thread&#39; attribute&quot;,python|chatbot|openai-api,636,2,0,True,2023-12-19 10:30:18,registered,https://stackoverflow.com/questions/77682509/openai-api-error-attributeerror-openai-module-has-no-thread-attribute,2023-12
77679383,ValidationError: 1 validation error for StructuredTool,python|openai-api|pydantic|langchain,3897,2,3,True,2023-12-18 22:23:15,registered,https://stackoverflow.com/questions/77679383/validationerror-1-validation-error-for-structuredtool,2023-12
77673770,Why does yarn work but node or tsc fails?,typescript|yarnpkg|openai-api,250,0,0,False,2023-12-17 17:43:48,registered,https://stackoverflow.com/questions/77673770/why-does-yarn-work-but-node-or-tsc-fails,2023-12
77670715,Building an Error-Prone OpenAI API Wrapper with Rate Limiting for Asynchronous Tasks in Python,python|django|openai-api|rate-limiting,124,0,1,False,2023-12-16 20:23:58,registered,https://stackoverflow.com/questions/77670715/building-an-error-prone-openai-api-wrapper-with-rate-limiting-for-asynchronous-t,2023-12
77670321,Langchain | Qdrant | TimeOutError: The write operation timeout,python|openai-api|langchain|openaiembeddings|qdrant,1582,1,3,True,2023-12-16 17:51:03,registered,https://stackoverflow.com/questions/77670321/langchain-qdrant-timeouterror-the-write-operation-timeout,2023-12
77670252,How do I get a GPT assistant to call an asynchronous function with the Assistants API?,python|discord.py|openai-api|pycord,749,1,0,True,2023-12-16 17:17:22,registered,https://stackoverflow.com/questions/77670252/how-do-i-get-a-gpt-assistant-to-call-an-asynchronous-function-with-the-assistant,2023-12
77669423,openai.error.InvalidRequestError: &#39;type&#39; is a required property - &#39;tools.0&#39; in openai function calling,openai-api|function-call|invalid-argument,1394,1,1,True,2023-12-16 09:33:54,registered,https://stackoverflow.com/questions/77669423/openai-error-invalidrequesterror-type-is-a-required-property-tools-0-in-o,2023-12
77665660,"ValueError: Expected IDs to be a non-empty list, got [], in Chroma",python-3.x|openai-api|langchain|large-language-model|chromadb,6322,1,3,True,2023-12-15 19:27:53,registered,https://stackoverflow.com/questions/77665660/valueerror-expected-ids-to-be-a-non-empty-list-got-in-chroma,2023-12
77665351,memory keep arising with openai embedding in Flask,flask|openai-api|embedding,118,0,1,False,2023-12-15 18:30:08,registered,https://stackoverflow.com/questions/77665351/memory-keep-arising-with-openai-embedding-in-flask,2023-12
77663314,SemanticKernel throws &quot;Unrecognized request argument supplied: tools&quot;,c#|openai-api|azure-openai|semantic-kernel,1291,1,1,True,2023-12-15 07:07:31,registered,https://stackoverflow.com/questions/77663314/semantickernel-throws-unrecognized-request-argument-supplied-tools,2023-12
77660373,OpenAI Gym step function doesn&#39;t work even after giving it 5 variables to unpack,python|openai-api|openai-gym,845,1,0,True,2023-12-14 22:06:05,registered,https://stackoverflow.com/questions/77660373/openai-gym-step-function-doesnt-work-even-after-giving-it-5-variables-to-unpack,2023-12
77660014,"How to migrate to openai 1.x.x when using AzureOpenAI, Azure search and Langchain",azure|openai-api|azure-cognitive-search|langchain,1289,1,1,True,2023-12-14 21:03:12,registered,https://stackoverflow.com/questions/77660014/how-to-migrate-to-openai-1-x-x-when-using-azureopenai-azure-search-and-langchai,2023-12
77658979,Langchain ConversationalRetrievalChain with prompt template and memory: chat_history,python|openai-api|langchain,1549,2,0,True,2023-12-14 18:16:48,registered,https://stackoverflow.com/questions/77658979/langchain-conversationalretrievalchain-with-prompt-template-and-memory-chat-his,2023-12
77658914,Streaming is buffered even when Cloudflare is paused,caching|dns|cloudflare|openai-api|buffering,120,1,0,False,2023-12-14 18:06:03,registered,https://stackoverflow.com/questions/77658914/streaming-is-buffered-even-when-cloudflare-is-paused,2023-12
77658721,Troubleshooting MongoDB Atlas Database Integration with Custom Chatbot: YAML POST Action Failing,openai-api|chatgpt-api,39,0,1,False,2023-12-14 17:30:15,registered,https://stackoverflow.com/questions/77658721/troubleshooting-mongodb-atlas-database-integration-with-custom-chatbot-yaml-pos,2023-12
77658443,How to get the duration of an mp3 file in Golang?,go|audio|text-to-speech|openai-api|openai-whisper,1297,3,3,True,2023-12-14 16:35:42,registered,https://stackoverflow.com/questions/77658443/how-to-get-the-duration-of-an-mp3-file-in-golang,2023-12
77658143,How to incorporate the chat history in a CONVERSATIONAL_REACT_DESCRIPTION agent,python|openai-api|langchain,991,1,0,False,2023-12-14 15:24:22,registered,https://stackoverflow.com/questions/77658143/how-to-incorporate-the-chat-history-in-a-conversational-react-description-agent,2023-12
77657201,Why Open AI + .Net Framework 4.8 not working?,c#|vsto|office-addins|openai-api|.net-4.8,1037,2,0,False,2023-12-14 09:22:11,registered,https://stackoverflow.com/questions/77657201/why-open-ai-net-framework-4-8-not-working,2023-12
77654726,Is there any way of providing Audio answer as stream with ChatGPT in Flutter?,flutter|openai-api|chatgpt-api,253,1,1,False,2023-12-14 00:27:15,registered,https://stackoverflow.com/questions/77654726/is-there-any-way-of-providing-audio-answer-as-stream-with-chatgpt-in-flutter,2023-12
77654210,OpenAi API invalid_request_error: you must provide a model parameter,c#|visual-studio-2019|openai-api|chatgpt-api,3448,1,0,True,2023-12-13 23:10:46,registered,https://stackoverflow.com/questions/77654210/openai-api-invalid-request-error-you-must-provide-a-model-parameter,2023-12
77651906,How do i load multiple dataframes into an llm as an input with prompt?,python|artificial-intelligence|openai-api|large-language-model|llama,4422,1,-2,False,2023-12-13 17:05:19,registered,https://stackoverflow.com/questions/77651906/how-do-i-load-multiple-dataframes-into-an-llm-as-an-input-with-prompt,2023-12
77651670,contains a skill of type \&#39;Microsoft.Skills.Text.AzureOpenAIEmbeddingSkill\&#39; which is not supported in this API version,azure|openai-api|azure-cognitive-search|azure-openai|openaiembeddings,608,0,1,False,2023-12-13 16:12:08,registered,https://stackoverflow.com/questions/77651670/contains-a-skill-of-type-microsoft-skills-text-azureopenaiembeddingskill-whi,2023-12
77646675,Trying to create vectors and chunked data using Azure cognitive search/ Azure AI search,azure|openai-api|azure-cognitive-search|azure-openai|vertex-ai-search,1306,1,0,True,2023-12-12 23:01:23,registered,https://stackoverflow.com/questions/77646675/trying-to-create-vectors-and-chunked-data-using-azure-cognitive-search-azure-ai,2023-12
77646460,How to Fix &#39;openai.Completion not supported&#39; Error in Google Cloud Function Using OpenAI SDK,python|google-cloud-platform|openai-api,222,1,0,False,2023-12-12 22:25:49,registered,https://stackoverflow.com/questions/77646460/how-to-fix-openai-completion-not-supported-error-in-google-cloud-function-usin,2023-12
77645110,Iterate on langchain document items,python|openai-api|langchain,1675,3,2,True,2023-12-12 18:53:10,registered,https://stackoverflow.com/questions/77645110/iterate-on-langchain-document-items,2023-12
77642444,How can you use an already created chromadb collection with a LLM using openai and langchain?,python|machine-learning|nlp|openai-api|langchain,1407,3,1,True,2023-12-12 06:17:23,registered,https://stackoverflow.com/questions/77642444/how-can-you-use-an-already-created-chromadb-collection-with-a-llm-using-openai-a,2023-12
77642422,Issue with deprecation while running python bot,python|chatbot|openai-api,747,1,1,True,2023-12-12 06:13:34,registered,https://stackoverflow.com/questions/77642422/issue-with-deprecation-while-running-python-bot,2023-12
77640840,Catch RateLimitError in calls to OpenAI API with python and tenacity&#39;s @retry,python|python-3.x|async-await|python-asyncio|openai-api,1091,1,0,False,2023-12-12 01:03:25,registered,https://stackoverflow.com/questions/77640840/catch-ratelimiterror-in-calls-to-openai-api-with-python-and-tenacitys-retry,2023-12
77640823,How to make Azure OpenAI Service use default system message in API calls?,openai-api|azure-openai,1094,1,0,True,2023-12-12 01:01:30,registered,https://stackoverflow.com/questions/77640823/how-to-make-azure-openai-service-use-default-system-message-in-api-calls,2023-12
77637849,Rate limit error while creating openai embeddings,openai-api|large-language-model|azure-openai|openaiembeddings,1322,1,0,False,2023-12-11 15:42:22,registered,https://stackoverflow.com/questions/77637849/rate-limit-error-while-creating-openai-embeddings,2023-12
77637239,Upload to openAI for fine tuning =: UnicodeEncodeError: &#39;ascii&#39; codec can&#39;t encode character &#39;\u201c&#39; in position 7: ordinal not in range(128),python|python-3.x|ascii|openai-api,453,1,0,True,2023-12-11 11:45:00,registered,https://stackoverflow.com/questions/77637239/upload-to-openai-for-fine-tuning-unicodeencodeerror-ascii-codec-cant-enco,2023-12
77636079,Using OpenAI Gym (Blackjack-v1),python|openai-api|openai-gym,502,1,0,False,2023-12-11 04:08:17,registered,https://stackoverflow.com/questions/77636079/using-openai-gym-blackjack-v1,2023-12
77630867,"How to tune ConversationalRetrievalChain to not convert the standalone question for hey, hello, etc greetings in a middle of the conversation?",artificial-intelligence|openai-api|langchain|google-cloud-vertex-ai|large-language-model,1161,0,0,False,2023-12-09 19:00:35,registered,https://stackoverflow.com/questions/77630867/how-to-tune-conversationalretrievalchain-to-not-convert-the-standalone-question,2023-12
77626720,chromadb from_documents AttributeError: type object &#39;hnswlib.Index&#39; has no attribute &#39;file_handle_count&#39;,python|openai-api|langchain|chromadb,580,1,1,True,2023-12-08 21:59:01,registered,https://stackoverflow.com/questions/77626720/chromadb-from-documents-attributeerror-type-object-hnswlib-index-has-no-attri,2023-12
77624493,How can I improve security for Weaviate in local environment?,security|openai-api|gpt-3|weaviate|vector-database,139,0,1,False,2023-12-08 14:21:32,registered,https://stackoverflow.com/questions/77624493/how-can-i-improve-security-for-weaviate-in-local-environment,2023-12
77622170,How can I execute OpenAI&#39;s API with changed proxy in a better way?,python|python-requests|proxy|openai-api,3074,1,-1,True,2023-12-08 02:57:14,registered,https://stackoverflow.com/questions/77622170/how-can-i-execute-openais-api-with-changed-proxy-in-a-better-way,2023-12
77622032,Completion from Chat Completions API (openai) format,node.js|openai-api|completion,579,0,0,False,2023-12-08 02:34:51,registered,https://stackoverflow.com/questions/77622032/completion-from-chat-completions-api-openai-format,2023-12
77619396,"I&#39;m using the OpenAI API, but the localhost server isn&#39;t running",node.js|express|localhost|artificial-intelligence|openai-api,574,1,-1,True,2023-12-07 19:48:53,registered,https://stackoverflow.com/questions/77619396/im-using-the-openai-api-but-the-localhost-server-isnt-running,2023-12
77618353,Axios error generated while using chatgpt api in creating the web project using MERN,node.js|postman|openai-api,605,1,-1,False,2023-12-07 16:39:02,registered,https://stackoverflow.com/questions/77618353/axios-error-generated-while-using-chatgpt-api-in-creating-the-web-project-using,2023-12
77608929,Why am I getting a rate limit error when ensuring that I do not surpass my rate limit?,python|python-3.x|openai-api,2286,1,1,True,2023-12-06 04:54:32,registered,https://stackoverflow.com/questions/77608929/why-am-i-getting-a-rate-limit-error-when-ensuring-that-i-do-not-surpass-my-rate,2023-12
77608522,"My Flask application (uses OpenAI API and Langchain) runs locally, but when deployed using Azure it doesn&#39;t use the text file to answer my query",python|azure-web-app-service|openai-api|langchain,494,1,0,False,2023-12-06 03:34:33,registered,https://stackoverflow.com/questions/77608522/my-flask-application-uses-openai-api-and-langchain-runs-locally-but-when-depl,2023-12
77606417,OpenAi Api request with proxy,python|proxy|openai-api,25469,3,4,True,2023-12-05 22:04:42,registered,https://stackoverflow.com/questions/77606417/openai-api-request-with-proxy,2023-12
77605798,How do I write an integration test for openai&#39;s node SDK with streaming: true using jest,node.js|jestjs|integration-testing|openai-api,1017,1,2,True,2023-12-05 20:21:37,does_not_exist,https://stackoverflow.com/questions/77605798/how-do-i-write-an-integration-test-for-openais-node-sdk-with-streaming-true-us,2023-12
77605691,How to get headers from OpenAI API,python|openai-api,5763,2,6,True,2023-12-05 20:02:58,registered,https://stackoverflow.com/questions/77605691/how-to-get-headers-from-openai-api,2023-12
77603720,How can I retreive the main body of a question using the StackExchange API? I can only retreive the title of a question,python|json|python-requests|openai-api,91,1,-2,True,2023-12-05 12:52:24,registered,https://stackoverflow.com/questions/77603720/how-can-i-retreive-the-main-body-of-a-question-using-the-stackexchange-api-i-ca,2023-12
77602701,OpenAI Whisper API: &quot;Invalid file format&quot; on AWS Lambda,python|aws-lambda|openai-api|openai-whisper,1935,1,0,True,2023-12-05 06:36:13,registered,https://stackoverflow.com/questions/77602701/openai-whisper-api-invalid-file-format-on-aws-lambda,2023-12
77599445,Chat GPT 4 API connect with PHP using file upload feature,php|openai-api|chatgpt-api|gpt-4|chat-gpt-4,2216,1,0,True,2023-12-04 21:28:29,registered,https://stackoverflow.com/questions/77599445/chat-gpt-4-api-connect-with-php-using-file-upload-feature,2023-12
77597316,Still Unable to Import OpenAI Error Module After PyCharm Update - Deprecation?,python|pycharm|openai-api,262,0,1,False,2023-12-04 14:07:47,registered,https://stackoverflow.com/questions/77597316/still-unable-to-import-openai-error-module-after-pycharm-update-deprecation,2023-12
77597119,Trying to implement a chatgpt using openai API into an HTML webpage,python|html|openai-api|html-helper,1155,1,-1,False,2023-12-04 12:44:19,registered,https://stackoverflow.com/questions/77597119/trying-to-implement-a-chatgpt-using-openai-api-into-an-html-webpage,2023-12
77596649,Validation errors for LLMChain when use langchain/openai for text generation,python|openai-api|langchain|py-langchain,3290,1,0,True,2023-12-04 09:17:02,registered,https://stackoverflow.com/questions/77596649/validation-errors-for-llmchain-when-use-langchain-openai-for-text-generation,2023-12
77595172,how to read python object using langchain python agent [reproducible example],python|openai-api|langchain|py-langchain,358,1,0,False,2023-12-04 01:28:44,registered,https://stackoverflow.com/questions/77595172/how-to-read-python-object-using-langchain-python-agent-reproducible-example,2023-12
77592601,Why am I getting a rate limit error when I use the openai api for my first time?,openai-api|chatgpt-api,3131,2,1,True,2023-12-03 08:51:02,registered,https://stackoverflow.com/questions/77592601/why-am-i-getting-a-rate-limit-error-when-i-use-the-openai-api-for-my-first-time,2023-12
77589073,How to fix the error Type &#39;string | ChatCompletionContentPart[] | null&#39; is not assignable to type &#39;ReactNode&#39;,typescript|next.js|openai-api,833,2,3,True,2023-12-02 12:35:56,registered,https://stackoverflow.com/questions/77589073/how-to-fix-the-error-type-string-chatcompletioncontentpart-null-is-not-a,2023-12
77587931,Langchain - Chat History with Embedded Data not working,python|openai-api|langchain|chat-gpt-4,693,1,1,True,2023-12-02 05:29:33,registered,https://stackoverflow.com/questions/77587931/langchain-chat-history-with-embedded-data-not-working,2023-12
77586219,"WARNING - Can&#39;t find a Python library, got libdir=None, ldlibrary=None, multiarch=None, masd=None",python|python-3.x|windows|openai-api|large-language-model,5153,2,4,True,2023-12-02 00:05:50,registered,https://stackoverflow.com/questions/77586219/warning-cant-find-a-python-library-got-libdir-none-ldlibrary-none-multiarc,2023-12
77586071,Handling errors in Nodejs ReadableStream with vercel ai sdk,node.js|openai-api|vercel-ai,608,0,0,False,2023-12-01 23:43:21,registered,https://stackoverflow.com/questions/77586071/handling-errors-in-nodejs-readablestream-with-vercel-ai-sdk,2023-12
77585292,ModuleNotFoundError: No module named &#39;openai.util&#39;,python|openai-api|chatgpt-api|autogpt,956,1,0,False,2023-12-01 21:31:16,registered,https://stackoverflow.com/questions/77585292/modulenotfounderror-no-module-named-openai-util,2023-12
77583825,"OpenAI: Error at Run failed You exceeded your current quota, please check your plan and billing details. with credits",openai-api|chatgpt-api,1145,1,1,True,2023-12-01 17:14:40,registered,https://stackoverflow.com/questions/77583825/openai-error-at-run-failed-you-exceeded-your-current-quota-please-check-your-p,2023-12
77583070,429 &quot;Insufficient Quota&quot; error in OpenAI API even though account has paid subscription amount remaining,openai-api,14443,4,9,True,2023-12-01 13:49:15,registered,https://stackoverflow.com/questions/77583070/429-insufficient-quota-error-in-openai-api-even-though-account-has-paid-subscr,2023-12
77582116,Adding our data files into a custom multi-prompt template via langchain?,openai-api|langchain|py-langchain|azure-openai,1042,1,0,False,2023-12-01 07:55:58,registered,https://stackoverflow.com/questions/77582116/adding-our-data-files-into-a-custom-multi-prompt-template-via-langchain,2023-12
77580905,"Open AI 1.3.6 changes, code running much slower",python|openai-api,228,0,0,False,2023-12-01 03:31:54,registered,https://stackoverflow.com/questions/77580905/open-ai-1-3-6-changes-code-running-much-slower,2023-12
77578738,How to index llamaindex chat engine into a web application?,chatbot|openai-api|llama-index|gpt-4,536,0,2,False,2023-11-30 22:14:35,registered,https://stackoverflow.com/questions/77578738/how-to-index-llamaindex-chat-engine-into-a-web-application,2023-11
77577372,OpenAI Assistants API error: &quot;&#39;Thread&#39; object is not subscriptable&quot;,python|openai-api|openai-assistants-api,841,1,0,True,2023-11-30 18:42:25,registered,https://stackoverflow.com/questions/77577372/openai-assistants-api-error-thread-object-is-not-subscriptable,2023-11
77574489,How to access internet by Bing with OpenAi from Google Sheets?,google-sheets|openai-api|chatgpt-api,152,1,0,False,2023-11-30 06:04:19,registered,https://stackoverflow.com/questions/77574489/how-to-access-internet-by-bing-with-openai-from-google-sheets,2023-11
77573978,openai.APITimeoutError: Request timed out. when trying to implement with dialogflow(ES),python|dialogflow-es|chatbot|openai-api,1041,0,2,False,2023-11-30 04:19:56,registered,https://stackoverflow.com/questions/77573978/openai-apitimeouterror-request-timed-out-when-trying-to-implement-with-dialogf,2023-11
77570608,OpenAI with node.js,javascript|node.js|openai-api,3162,2,-1,True,2023-11-29 20:07:02,registered,https://stackoverflow.com/questions/77570608/openai-with-node-js,2023-11
77566957,What is Assistant file in OpenAI Assistant API?,openai-api,1128,1,0,True,2023-11-29 05:24:18,registered,https://stackoverflow.com/questions/77566957/what-is-assistant-file-in-openai-assistant-api,2023-11
77564810,Is logit_bias disabled for gpt-4-vision model or is my code wrong?,openai-api|gpt-4,649,0,1,False,2023-11-28 23:46:52,registered,https://stackoverflow.com/questions/77564810/is-logit-bias-disabled-for-gpt-4-vision-model-or-is-my-code-wrong,2023-11
77562543,OpenAI API error: keep getting timeouts while using openai api ver.4.20.1 in node.js,node.js|openai-api,178,0,1,False,2023-11-28 18:09:49,registered,https://stackoverflow.com/questions/77562543/openai-api-error-keep-getting-timeouts-while-using-openai-api-ver-4-20-1-in-nod,2023-11
77556081,How to setup openai.createChatCompletion to return specific structured values via Prompt Engineering,openai-api|chatgpt-api,473,1,1,True,2023-11-27 19:14:13,registered,https://stackoverflow.com/questions/77556081/how-to-setup-openai-createchatcompletion-to-return-specific-structured-values-vi,2023-11
77555312,Langchain / ChromaDB: Why does VectorStore return so many duplicates?,python|openai-api|langchain|py-langchain|chromadb,5434,3,8,True,2023-11-27 17:01:32,registered,https://stackoverflow.com/questions/77555312/langchain-chromadb-why-does-vectorstore-return-so-many-duplicates,2023-11
77555307,Not able to use langchain agent create_sql_agent with CONVERSATIONAL_REACT_DESCRIPTION agent type,sql|openai-api|langchain|chatgpt-api,1037,1,1,True,2023-11-27 16:59:58,registered,https://stackoverflow.com/questions/77555307/not-able-to-use-langchain-agent-create-sql-agent-with-conversational-react-descr,2023-11
77552688,How to choose a llm model,openai-api|large-language-model|llama,171,0,1,False,2023-11-27 02:15:01,registered,https://stackoverflow.com/questions/77552688/how-to-choose-a-llm-model,2023-11
